title,company,onsite_remote,salary,location,Seniority,Employment Type,Job Function,Industries,posted_date
Data Analyst,Frostbite,hybrid,NaN,"Austin, TX",Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",11/22/22
Junior Data Analyst,Iris Software Inc.,hybrid,NaN,"Texas, United States",Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,10/21/22
Data Analyst (SQL),Marwood Group,hybrid,"$75,000.00
            -
            $95,000.00",New York City Metropolitan Area,Mid-Senior level,Full-time,"Consulting, General Business, and Strategy/Planning",Financial Services,10/26/22
Data Analyst,The Walt Disney Company,hybrid,NaN,"New York, NY",Mid-Senior level,Full-time,Information Technology,Animation and Post-production,11/15/22
Data Analyst,The Walt Disney Company,hybrid,NaN,"New York, NY",Mid-Senior level,Full-time,Information Technology,Animation and Post-production,11/15/22
Junior Data Analyst,Infosys,hybrid,NaN,"Hartford, CT",Associate,Full-time,Information Technology,IT Services and IT Consulting,11/15/22
Data Analyst,Clutch,hybrid,"$50.00
            -
            $60.00",Greater Sacramento,Mid-Senior level,Contract,Information Technology,Business Consulting and Services,11/8/22
Data Analyst,Alan Gray LLC,hybrid,NaN,"Boston, MA",Entry level,Full-time,Information Technology,Insurance,11/22/22
Data Analyst,"The Randy Neuringer Co., LLC.",hybrid,"$90,000.00
            -
            $120,000.00",New York City Metropolitan Area,Mid-Senior level,Full-time,Information Technology and Engineering,Insurance and Investment Management,10/27/22
Data Analyst,alice + olivia,hybrid,NaN,New York City Metropolitan Area,Associate,Full-time,"Advertising, Business Development, and Information Technology",Retail Apparel and Fashion,11/16/22
Data Analyst,American Express,hybrid,NaN,"Phoenix, AZ",Not Applicable,Full-time,Information Technology,Financial Services,11/22/22
Data Analyst,IKEA,hybrid,"$73,036.00
            -
            $105,901.00","Conshohocken, PA",Not Applicable,Full-time,Information Technology,Retail,10/27/22
Data Analyst,March Networks,hybrid,NaN,"North Carolina, United States",Entry level,Full-time,Sales and Analyst,Security and Investigations,11/8/22
Data Analyst,Octave,hybrid,NaN,San Francisco Bay Area,Mid-Senior level,Full-time,Information Technology,Biotechnology Research,11/15/22
Data Analyst,Tradeweb,hybrid,NaN,"New York, NY",,,,,11/18/22
Data Analyst,Carputty,hybrid,NaN,Atlanta Metropolitan Area,,,,,10/18/22
Data Analyst,Averity,hybrid,"$75,000.00
            -
            $90,000.00",New York City Metropolitan Area,Associate,Full-time,"Information Technology, Analyst, and Education",IT Services and IT Consulting,11/22/22
Data Analyst,CRG,hybrid,"$60.00
            -
            $60.00",Greensboro--Winston-Salem--High Point Area,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,11/16/22
Data Analyst,EG Life Sciences,hybrid,NaN,"Morgan HIllinoisl, CA",Mid-Senior level,Contract,Information Technology and Analyst,Business Consulting and Services and Pharmaceutical Manufacturing,11/3/22
Associate Data Analyst,Synergy Interactive,hybrid,"$40.00
            -
            $60.00",New York City Metropolitan Area,Associate,Contract,"Advertising, Production, and Design",Staffing and Recruiting,11/16/22
Junior Data Analyst,Insight Global,hybrid,"$30.00
            -
            $33.00",Denver Metropolitan Area,Entry level,Full-time,Information Technology and Analyst,Telecommunications,11/16/22
Data Analyst,Gridiron IT,hybrid,"$120,000.00
            -
            $130,000.00","District of Columbia, United States",Associate,Contract,Analyst,Staffing and Recruiting,11/4/22
Data Analyst,Parkave Capital Group,hybrid,NaN,"Miami, FL",,Full-time,,,11/18/22
Data Analyst,Agility Partners,hybrid,NaN,Cincinnati Metropolitan Area,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,11/10/22
Junior Data Analyst,Insight Global,hybrid,"$22.00
            -
            $24.00","Richfield, MN",Entry level,Full-time,Analyst,IT Services and IT Consulting,11/14/22
Data Analyst,Spencer Ogden,hybrid,"$40.00
            -
            $100.00","Pennsylvania, United States",Mid-Senior level,Contract,Information Technology,Staffing and Recruiting,11/21/22
Data Analyst,Frostbite,hybrid,NaN,"Austin, TX",Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",11/22/22
Junior Data Analyst,Iris Software Inc.,hybrid,NaN,"Texas, United States",Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,10/21/22
Data Analyst,The Walt Disney Company,hybrid,NaN,"New York, NY",Mid-Senior level,Full-time,Information Technology,Animation and Post-production,11/15/22
Data Analyst,The Walt Disney Company,hybrid,NaN,"New York, NY",Mid-Senior level,Full-time,Information Technology,Animation and Post-production,11/15/22
Data Analyst,Clutch,hybrid,"$50.00
            -
            $60.00",Greater Sacramento,Mid-Senior level,Contract,Information Technology,Business Consulting and Services,11/8/22
Data Analyst,"The Randy Neuringer Co., LLC.",hybrid,"$90,000.00
            -
            $120,000.00",New York City Metropolitan Area,Mid-Senior level,Full-time,Information Technology and Engineering,Insurance and Investment Management,10/27/22
Data Analyst,alice + olivia,hybrid,NaN,New York City Metropolitan Area,Associate,Full-time,"Advertising, Business Development, and Information Technology",Retail Apparel and Fashion,11/16/22
Data Analyst,American Express,hybrid,NaN,"Phoenix, AZ",Not Applicable,Full-time,Information Technology,Financial Services,11/22/22
Data Analyst,IKEA,hybrid,"$73,036.00
            -
            $105,901.00","Conshohocken, PA",Not Applicable,Full-time,Information Technology,Retail,10/27/22
Data Analyst,March Networks,hybrid,NaN,"North Carolina, United States",Entry level,Full-time,Sales and Analyst,Security and Investigations,11/8/22
Junior Data Analyst,Insight Global,hybrid,"$22.00
            -
            $24.00","Richfield, MN",Entry level,Full-time,Analyst,IT Services and IT Consulting,11/14/22
Data Analyst,Carputty,hybrid,NaN,Atlanta Metropolitan Area,,Full-time,,,10/18/22
Data Analyst,CRG,hybrid,"$60.00
            -
            $60.00",Greensboro--Winston-Salem--High Point Area,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,11/16/22
Data Analyst,Averity,hybrid,"$75,000.00
            -
            $90,000.00",New York City Metropolitan Area,Associate,Full-time,"Information Technology, Analyst, and Education",IT Services and IT Consulting,11/22/22
Data Analyst,Tradeweb,hybrid,NaN,"New York, NY",Associate,Full-time,Information Technology,Financial Services,11/18/22
Data Analyst,EG Life Sciences,hybrid,NaN,"Morgan HIllinoisl, CA",Mid-Senior level,Contract,Information Technology and Analyst,Business Consulting and Services and Pharmaceutical Manufacturing,11/3/22
Associate Data Analyst,Synergy Interactive,hybrid,"$40.00
            -
            $60.00",New York City Metropolitan Area,Associate,Contract,"Advertising, Production, and Design",Staffing and Recruiting,11/16/22
Junior Data Analyst,Insight Global,hybrid,"$30.00
            -
            $33.00",Denver Metropolitan Area,Entry level,Full-time,Information Technology and Analyst,Telecommunications,11/16/22
Junior Data Analyst,Infosys,hybrid,NaN,"Hartford, CT",Associate,Full-time,Information Technology,IT Services and IT Consulting,11/15/22
Data Analyst,Gridiron IT,hybrid,"$120,000.00
            -
            $130,000.00","District of Columbia, United States",Associate,Contract,Analyst,Staffing and Recruiting,11/4/22
Data Analyst,Parkave Capital Group,hybrid,NaN,"Miami, FL",,Full-time,,,11/18/22
Data Analyst,Agility Partners,hybrid,NaN,Cincinnati Metropolitan Area,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,11/10/22
Data Analyst,Spencer Ogden,hybrid,"$40.00
            -
            $100.00","Pennsylvania, United States",Mid-Senior level,Contract,Information Technology,Staffing and Recruiting,11/21/22
Data Analyst,Frostbite,hybrid,NaN,"Austin, TX",Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",11/22/22
Junior Data Analyst,Iris Software Inc.,hybrid,NaN,"Texas, United States",Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,10/21/22
Data Analyst (SQL),Marwood Group,hybrid,"$75,000.00
            -
            $95,000.00",New York City Metropolitan Area,Mid-Senior level,Full-time,"Consulting, General Business, and Strategy/Planning",Financial Services,10/26/22
Data Analyst,SmartSense by Digi,hybrid,NaN,"Mishawaka, IN",Associate,Full-time,Engineering,"IT Services and IT Consulting, Software Development, and Wireless Services",11/17/22
Data Analyst,Fintech,hybrid,NaN,Greater Tampa Bay Area,Associate,Full-time,Information Technology,Financial Services,11/17/22
Data Analyst,Crescent Solutions,hybrid,NaN,"Irvine, CA",Mid-Senior level,Full-time,Information Technology and Administrative,"IT Services and IT Consulting, Information Services, and Food and Beverage Manufacturing",11/16/22
Data Analyst,Gridiron IT,hybrid,"$120,000.00
            -
            $130,000.00","District of Columbia, United States",Associate,Contract,Analyst,Staffing and Recruiting,11/4/22
Data Analyst,Parkave Capital Group,hybrid,NaN,"Miami, FL",,Full-time,,,11/18/22
Data Analyst/ $100M Valuation/ Hybrid,Storm2,hybrid,"$120,000.00
            -
            $150,000.00",Atlanta Metropolitan Area,,,,,11/16/22
Data Analyst,Addison Group,hybrid,NaN,"Washington, DC",Associate,Full-time,"Information Technology, Analyst, and Marketing",Non-profit Organizations and Research Services,10/31/22
Data Analyst - Weekly Hybrid Remote/Onsite Schedule,SYSTEMTEC,hybrid,NaN,"Columbia, South Carolina Metropolitan Area",Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting,11/14/22
Data Analyst (Hybrid),TalentWell,hybrid,"$80,000.00
            -
            $100,000.00","Houston, TX",Associate,Full-time,Project Management and Analyst,Advertising Services,10/26/22
Data Analyst,"Business Plan Solutions, LLC",hybrid,NaN,"San Antonio, TX",Entry level,Full-time,Information Technology,IT Services and IT Consulting,10/25/22
Associate Data Analyst,Synergy Interactive,hybrid,"$40.00
            -
            $60.00",New York City Metropolitan Area,Associate,Contract,"Advertising, Production, and Design",Staffing and Recruiting,11/16/22
Group Data Analyst,Artsy,hybrid,NaN,"New York, NY",Entry level,Full-time,Information Technology,Artists and Writers,10/20/22
Data Analyst,Inceed,hybrid,NaN,"Oklahoma City, OK",Entry level,Full-time,Information Technology,Staffing and Recruiting,11/17/22
Data Analyst,Insight Global,hybrid,"$30.00
            -
            $33.00","Plano, TX",Mid-Senior level,Contract,Information Technology and Analyst,Staffing and Recruiting,10/24/22
Data Analyst,The Judge Group,hybrid,NaN,"Minneapolis, MN",Executive,Contract,Engineering and Information Technology,Staffing and Recruiting,11/7/22
Junior Data Analyst,"firstPro, Inc",hybrid,NaN,"Camden, NJ",Mid-Senior level,Contract,Information Technology,Staffing and Recruiting,10/24/22
Data analyst,Ribbit Capital,hybrid,NaN,"San Francisco, CA",Entry level,Full-time,Information Technology,Venture Capital and Private Equity Principals,10/13/22
Data Analyst,The Judge Group,hybrid,NaN,"Eden Prairie, MN",Mid-Senior level,Full-time,Analyst,Financial Services,10/4/22
Data Analyst,Frostbite,hybrid,NaN,"Orlando, FL",Not Applicable,Full-time,"Strategy/Planning, Analyst, and Information Technology","IT Services and IT Consulting, Software Development, and Computer Games",11/22/22
Data Analyst,Coriell Institute for Medical Research,hybrid,NaN,"Camden, NJ",Not Applicable,Full-time,Administrative and Research,Non-profit Organizations and Research Services,11/17/22
Data Analyst,Baker Tilly US,hybrid,NaN,"Chicago, Illinois",Entry level,Full-time,Information Technology,Financial Services,11/22/22
Data Analyst,Insight Global,hybrid,"$28.00
            -
            $30.00","Atlanta, GA",Entry level,Contract,Information Technology and Analyst,Construction,11/17/22
SQL Data Analyst,Omni Logistics,hybrid,NaN,Dallas-Fort Worth Metroplex,Associate,Full-time,"Engineering, Information Technology, and Analyst","IT Services and IT Consulting, Software Development, and Truck Transportation",11/21/22
Data Analyst,SDG Group USA,hybrid,NaN,"New Jersey, United States",Entry level,Full-time,"Consulting, Information Technology, and Project Management",IT Services and IT Consulting and Business Consulting and Services,11/15/22
Data Analyst,CRG,hybrid,"$60.00
            -
            $60.00",Greensboro--Winston-Salem--High Point Area,Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting and Motor Vehicle Manufacturing,11/16/22
Consultant/Data Analyst,Urban Science,hybrid,NaN,"Woodcliff Lake, NJ",,Full-time,,,8/12/22
Data Analyst,The Walt Disney Company,hybrid,NaN,"New York, NY",Mid-Senior level,Full-time,Information Technology,Animation and Post-production,11/15/22
Data Analyst,The Walt Disney Company,hybrid,NaN,"New York, NY",Mid-Senior level,Full-time,Information Technology,Animation and Post-production,11/15/22
Data Analyst,Clutch,hybrid,"$50.00
            -
            $60.00",Greater Sacramento,Mid-Senior level,Contract,Information Technology,Business Consulting and Services,11/8/22
Data Analyst,"The Randy Neuringer Co., LLC.",hybrid,"$90,000.00
            -
            $120,000.00",New York City Metropolitan Area,Mid-Senior level,Full-time,Information Technology and Engineering,Insurance and Investment Management,10/27/22
Data Analyst,alice + olivia,hybrid,NaN,New York City Metropolitan Area,Associate,Full-time,"Advertising, Business Development, and Information Technology",Retail Apparel and Fashion,11/16/22
